@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
4.9684,3.4769,1.3874,0.1973,Iris-setosa
5.2367,3.5128,1.3233,0.2223,Iris-setosa
5.1025,3.4948,1.3553,0.2098,Iris-setosa
4.9714,3.395,1.4117,0.2008,Iris-setosa
5.2542,3.4688,1.2985,0.1726,Iris-setosa
5.1128,3.4319,1.3551,0.1867,Iris-setosa
4.9653,3.5966,1.3932,0.1967,Iris-setosa
5.1,3.5219,1.3639,0.2165,Iris-setosa
5.0326,3.5592,1.3785,0.2066,Iris-setosa
4.9867,3.5168,1.3815,0.1949,Iris-setosa
4.9317,3.4322,1.409,0.2323,Iris-setosa
4.9592,3.4745,1.3952,0.2136,Iris-setosa
5.1183,3.4475,1.4067,0.2009,Iris-setosa
5.1911,3.4651,1.4992,0.1654,Iris-setosa
5.1547,3.4563,1.4529,0.1831,Iris-setosa
5.2346,3.4748,1.4352,0.2025,Iris-setosa
5.1911,3.5787,1.4112,0.1647,Iris-setosa
5.2128,3.5267,1.4232,0.1836,Iris-setosa
5.1918,3.5882,1.3773,0.2036,Iris-setosa
5.2332,3.5714,1.3864,0.2151,Iris-setosa
5.2125,3.5798,1.3818,0.2093,Iris-setosa
5.0051,3.395,1.3605,0.2056,Iris-setosa
5.1245,3.4853,1.3932,0.2,Iris-setosa
5.0648,3.4401,1.3768,0.2028,Iris-setosa
4.9531,3.5441,1.3655,0.2044,Iris-setosa
5.114,3.5091,1.3007,0.1755,Iris-setosa
5.0335,3.5266,1.3331,0.1899,Iris-setosa
4.9623,3.5588,1.3916,0.2052,Iris-setosa
4.9878,3.4633,1.3594,0.1805,Iris-setosa
4.975,3.511,1.3755,0.1928,Iris-setosa
5.0112,3.437,1.4327,0.1948,Iris-setosa
5.0368,3.5568,1.4811,0.1992,Iris-setosa
5.024,3.4969,1.4569,0.197,Iris-setosa
5.2499,3.4538,1.4344,0.2013,Iris-setosa
5.2682,3.4743,1.4405,0.1726,Iris-setosa
5.259,3.464,1.4374,0.1869,Iris-setosa
5.2223,3.416,1.3731,0.1954,Iris-setosa
5.2156,3.5146,1.427,0.2151,Iris-setosa
5.2189,3.4653,1.4,0.2052,Iris-setosa
5.0296,3.3992,1.4302,0.197,Iris-setosa
5.135,3.4926,1.4202,0.2201,Iris-setosa
5.0823,3.4459,1.4251,0.2085,Iris-setosa
4.9684,3.4391,1.4041,0.2009,Iris-setosa
5.1595,3.4541,1.3909,0.1935,Iris-setosa
5.0639,3.4466,1.3975,0.1971,Iris-setosa
5.1305,3.4979,1.4159,0.1983,Iris-setosa
5.1701,3.4615,1.4405,0.1805,Iris-setosa
5.1503,3.4797,1.4282,0.1894,Iris-setosa
4.9776,3.437,1.3621,0.1992,Iris-setosa
5.1175,3.5128,1.4293,0.2143,Iris-setosa
5.0475,3.4749,1.3957,0.2067,Iris-setosa
4.9684,3.5,1.3966,0.203,Iris-setosa
5.2297,3.4761,1.3548,0.2194,Iris-setosa
5.099,3.488,1.3757,0.2112,Iris-setosa
5.0632,3.5336,1.368,0.1961,Iris-setosa
5.0474,3.5732,1.3706,0.1654,Iris-setosa
5.0553,3.5534,1.3693,0.1807,Iris-setosa
5.0479,3.5525,1.4369,0.1965,Iris-setosa
5.1981,3.4578,1.436,0.1935,Iris-setosa
5.123,3.5051,1.4364,0.195,Iris-setosa
5.0326,3.4937,1.4411,0.204,Iris-setosa
4.9597,3.5824,1.3188,0.1726,Iris-setosa
4.9961,3.538,1.3799,0.1883,Iris-setosa
5.0143,3.4202,1.4235,0.1955,Iris-setosa
5.0894,3.5806,1.3142,0.2287,Iris-setosa
5.0518,3.5004,1.3688,0.2121,Iris-setosa
5.1367,3.4307,1.379,0.2003,Iris-setosa
4.9632,3.4596,1.3729,0.2266,Iris-setosa
5.0499,3.4451,1.3759,0.2134,Iris-setosa
5.0112,3.4307,1.3832,0.198,Iris-setosa
4.9422,3.5311,1.4428,0.1884,Iris-setosa
4.9766,3.4809,1.413,0.1932,Iris-setosa
5.2223,3.4139,1.3958,0.1974,Iris-setosa
5.2507,3.4157,1.4022,0.2194,Iris-setosa
5.2364,3.4148,1.399,0.2084,Iris-setosa
5.1367,3.3992,1.3764,0.1976,Iris-setosa
4.9247,3.4486,1.33,0.1971,Iris-setosa
5.0306,3.4239,1.3532,0.1973,Iris-setosa
4.9959,3.4139,1.4109,0.1995,Iris-setosa
4.9457,3.4761,1.3233,0.187,Iris-setosa
4.9708,3.445,1.3671,0.1932,Iris-setosa
5.0724,3.5399,1.4,0.2016,Iris-setosa
5.1946,3.5769,1.4608,0.1669,Iris-setosa
5.1335,3.5584,1.4304,0.1842,Iris-setosa
5.0357,3.4706,1.4134,0.1962,Iris-setosa
5.0333,3.5732,1.4969,0.21,Iris-setosa
5.0344,3.5219,1.4551,0.2031,Iris-setosa
5.0816,3.4496,1.3596,0.1953,Iris-setosa
5.0018,3.478,1.4338,0.1942,Iris-setosa
5.0417,3.4638,1.3967,0.1947,Iris-setosa
5.1122,3.5462,1.4117,0.1974,Iris-setosa
5.0158,3.5586,1.3842,0.2258,Iris-setosa
5.064,3.5524,1.3979,0.2116,Iris-setosa
5.0908,3.5693,1.4209,0.195,Iris-setosa
5.0018,3.5256,1.4992,0.2028,Iris-setosa
5.0463,3.5474,1.46,0.1989,Iris-setosa
5.1795,3.5714,1.3882,0.1984,Iris-setosa
5.0614,3.4596,1.4338,0.1676,Iris-setosa
5.1204,3.5155,1.411,0.183,Iris-setosa
5.1122,3.5063,1.3579,0.2006,Iris-setosa
5.121,3.5641,1.3774,0.1884,Iris-setosa
5.1166,3.5352,1.3676,0.1945,Iris-setosa
5.1428,3.5987,1.3983,0.1949,Iris-setosa
5.156,3.5568,1.4654,0.2086,Iris-setosa
5.1494,3.5777,1.4318,0.2017,Iris-setosa
5.1703,3.4013,1.4117,0.2019,Iris-setosa
5.2227,3.5091,1.4202,0.1726,Iris-setosa
5.1965,3.4552,1.4159,0.1872,Iris-setosa
5.0143,3.4139,1.4344,0.2007,Iris-setosa
5.1631,3.5787,1.4405,0.164,Iris-setosa
5.0887,3.4963,1.4374,0.1823,Iris-setosa
5.1673,3.5756,1.4,0.203,Iris-setosa
4.9632,3.4596,1.33,0.2309,Iris-setosa
5.0652,3.5176,1.365,0.2169,Iris-setosa
5.1826,3.5189,1.4218,0.198,Iris-setosa
5.1245,3.5018,1.4202,0.2035,Iris-setosa
5.1535,3.5103,1.4209,0.2007,Iris-setosa
5.207,3.4706,1.3865,0.2019,Iris-setosa
5.0509,3.5897,1.4902,0.2201,Iris-setosa
5.1289,3.5301,1.4383,0.211,Iris-setosa
5.002,3.4769,1.3899,0.1985,Iris-setosa
4.9457,3.5183,1.33,0.2071,Iris-setosa
4.9738,3.4976,1.3599,0.2028,Iris-setosa
5.2499,3.4685,1.3705,0.1985,Iris-setosa
5.2121,3.4743,1.3075,0.2258,Iris-setosa
5.231,3.4714,1.339,0.2121,Iris-setosa
5.2132,3.4874,1.4025,0.2044,Iris-setosa
5.2156,3.5513,1.4834,0.1669,Iris-setosa
5.2143,3.5193,1.4429,0.1856,Iris-setosa
5.0387,3.5861,1.3832,0.2004,Iris-setosa
5.0158,3.467,1.3007,0.1676,Iris-setosa
5.0272,3.5265,1.3419,0.184,Iris-setosa
5.2529,3.4937,1.3588,0.2002,Iris-setosa
5.0824,3.4083,1.4676,0.2352,Iris-setosa
5.1676,3.451,1.4132,0.2177,Iris-setosa
4.95,3.4454,1.4016,0.2055,Iris-setosa
5.0509,3.4798,1.3639,0.2251,Iris-setosa
5.0004,3.4626,1.3827,0.2153,Iris-setosa
5.0541,3.5273,1.3647,0.2052,Iris-setosa
5.0894,3.456,1.4811,0.2251,Iris-setosa
5.0717,3.4916,1.4229,0.2151,Iris-setosa
5.1275,3.4076,1.384,0.2057,Iris-setosa
5.0894,3.5348,1.3616,0.205,Iris-setosa
5.1084,3.4712,1.3727,0.2053,Iris-setosa
5.1826,3.395,1.3731,0.1943,Iris-setosa
4.9492,3.4633,1.3751,0.1719,Iris-setosa
5.0659,3.4291,1.374,0.183,Iris-setosa
5.1183,3.5357,1.4226,0.2032,Iris-setosa
5.0509,3.4175,1.436,0.1928,Iris-setosa
5.0846,3.4766,1.4293,0.198,Iris-setosa
5.0969,3.4706,1.4352,0.2012,Iris-setosa
4.9527,3.5201,1.4947,0.2035,Iris-setosa
5.0248,3.4953,1.4649,0.2023,Iris-setosa
5.0479,3.4916,1.4403,0.1974,Iris-setosa
5.0263,3.4303,1.3345,0.1884,Iris-setosa
5.0371,3.4609,1.3874,0.1929,Iris-setosa
5.0081,3.437,1.4268,0.196,Iris-setosa
5.2542,3.4193,1.3729,0.2079,Iris-setosa
5.1311,3.4281,1.3998,0.2019,Iris-setosa
5.0785,3.4727,1.4159,0.1949,Iris-setosa
5.128,3.4706,1.321,0.1906,Iris-setosa
5.1032,3.4716,1.3684,0.1927,Iris-setosa
5.1275,3.479,1.3655,0.1949,Iris-setosa
5.0859,3.4853,1.321,0.1805,Iris-setosa
5.1067,3.4821,1.3432,0.1876,Iris-setosa
4.9959,3.5546,1.4083,0.1946,Iris-setosa
5.1105,3.4945,1.4586,0.2258,Iris-setosa
5.0532,3.5245,1.4334,0.2102,Iris-setosa
5.0785,3.5294,1.4235,0.1983,Iris-setosa
4.9597,3.5659,1.2872,0.2215,Iris-setosa
5.0191,3.5476,1.3553,0.2099,Iris-setosa
5.1765,3.4286,1.4411,0.2033,Iris-setosa
5.0368,3.5293,1.312,0.2287,Iris-setosa
5.1066,3.4789,1.3765,0.216,Iris-setosa
4.9837,3.5651,1.4251,0.2008,Iris-setosa
5.1771,3.4871,1.3571,0.1956,Iris-setosa
5.0804,3.5261,1.3911,0.1981,Iris-setosa
5.1244,3.4055,1.3722,0.197,Iris-setosa
5.2402,3.5329,1.4586,0.1762,Iris-setosa
5.1823,3.4692,1.4154,0.1865,Iris-setosa
5.1979,3.6029,1.363,0.2022,Iris-setosa
5.2297,3.5183,1.4654,0.2079,Iris-setosa
5.2138,3.5606,1.4142,0.205,Iris-setosa
5.0755,3.4034,1.4109,0.2056,Iris-setosa
5.1911,3.5256,1.2917,0.1798,Iris-setosa
5.1333,3.4645,1.3513,0.1926,Iris-setosa
5.0785,3.3992,1.4041,0.1986,Iris-setosa
5.1175,3.5311,1.312,0.182,Iris-setosa
5.098,3.4651,1.358,0.1903,Iris-setosa
5.0816,3.5819,1.3941,0.1971,Iris-setosa
5.2542,3.5586,1.3413,0.1942,Iris-setosa
5.1678,3.5702,1.3677,0.1956,Iris-setosa
5.1336,3.4517,1.4327,0.2043,Iris-setosa
5.0894,3.4322,1.2962,0.1748,Iris-setosa
5.1115,3.4419,1.3644,0.1895,Iris-setosa
5.2315,3.5903,1.4285,0.2054,Iris-setosa
4.9843,3.5238,1.3864,0.2244,Iris-setosa
5.1079,3.557,1.4074,0.2149,Iris-setosa
5.207,3.5798,1.3874,0.1943,Iris-setosa
5.2507,3.4358,1.409,0.1935,Iris-setosa
5.2288,3.5078,1.3982,0.1939,Iris-setosa
5.204,3.5063,1.4344,0.2036,Iris-setosa
5.0088,3.5128,1.5127,0.1748,Iris-setosa
5.1064,3.5095,1.4735,0.1892,Iris-setosa
5.0816,3.5483,1.3815,0.2027,Iris-setosa
5.1315,3.4193,1.3954,0.182,Iris-setosa
5.1065,3.4837,1.3884,0.1923,Iris-setosa
5.2315,3.5672,1.4142,0.1955,Iris-setosa
5.2507,3.5531,1.4676,0.1712,Iris-setosa
5.241,3.5601,1.4409,0.1833,Iris-setosa
5.103,3.4475,1.3739,0.2037,Iris-setosa
4.9843,3.4083,1.3165,0.2028,Iris-setosa
5.0436,3.4279,1.3452,0.2032,Iris-setosa
5.1336,3.5693,1.4352,0.2014,Iris-setosa
5.2191,3.4102,1.3661,0.1848,Iris-setosa
5.1763,3.4897,1.4006,0.1931,Iris-setosa
5.1183,3.5609,1.4092,0.2044,Iris-setosa
5.1035,3.4138,1.3571,0.187,Iris-setosa
5.1109,3.4873,1.3831,0.1956,Iris-setosa
5.0234,3.4433,1.363,0.1959,Iris-setosa
5.0754,3.4486,1.303,0.2122,Iris-setosa
5.0494,3.4459,1.333,0.204,Iris-setosa
5.2407,3.4076,1.3588,0.2016,Iris-setosa
5.0123,3.5916,1.3729,0.2338,Iris-setosa
5.1265,3.4996,1.3658,0.2177,Iris-setosa
5.1152,3.5252,1.3596,0.2004,Iris-setosa
5.2191,3.5128,1.3436,0.1805,Iris-setosa
5.1671,3.519,1.3516,0.1904,Iris-setosa
5.0051,3.4118,1.4344,0.2037,Iris-setosa
5.0193,3.4541,1.4428,0.2028,Iris-setosa
5.0122,3.4329,1.4386,0.2032,Iris-setosa
5.1673,3.4727,1.3638,0.1992,Iris-setosa
5.2682,3.4816,1.4518,0.2323,Iris-setosa
5.2177,3.4771,1.4078,0.2157,Iris-setosa
5.152,3.5693,1.4,0.2057,Iris-setosa
4.9527,3.5714,1.3616,0.1748,Iris-setosa
5.0523,3.5703,1.3807,0.1902,Iris-setosa
5.2315,3.4958,1.431,0.2009,Iris-setosa
5.0404,3.5916,1.303,0.2165,Iris-setosa
5.1359,3.5437,1.367,0.2087,Iris-setosa
5.0663,3.4286,1.3638,0.1968,Iris-setosa
5.2367,3.5073,1.5105,0.1661,Iris-setosa
5.1515,3.4679,1.4371,0.1814,Iris-setosa
5.2223,3.4517,1.4016,0.2037,Iris-setosa
5.1701,3.5751,1.3864,0.1928,Iris-setosa
5.1961,3.5134,1.394,0.1982,Iris-setosa
4.9684,3.5168,1.4378,0.2024,Iris-setosa
5.1525,3.5787,1.3639,0.2086,Iris-setosa
5.0604,3.5477,1.4008,0.2055,Iris-setosa
5.1642,3.3992,1.426,0.2028,Iris-setosa
5.114,3.4908,1.4202,0.2172,Iris-setosa
5.1391,3.445,1.423,0.21,Iris-setosa
4.9623,3.5924,1.4151,0.2054,Iris-setosa
5.1315,3.5696,1.3165,0.2057,Iris-setosa
5.0469,3.581,1.3658,0.2055,Iris-setosa
4.9745,3.5189,1.4058,0.1946,Iris-setosa
4.9492,3.5073,1.3233,0.2028,Iris-setosa
4.9618,3.5131,1.3645,0.1986,Iris-setosa
4.9029,2.919,1.3815,0.2001,Iris-setosa
4.914,2.9688,1.4563,0.1964,Iris-setosa
4.9084,2.9439,1.4188,0.1982,Iris-setosa
4.8794,3.0486,1.4008,0.1961,Iris-setosa
4.7422,3.0769,1.4428,0.1899,Iris-setosa
4.8108,3.0627,1.4218,0.193,Iris-setosa
4.8353,3.0612,1.3764,0.1976,Iris-setosa
4.8614,3.0732,1.3007,0.1748,Iris-setosa
4.8483,3.0671,1.3385,0.1862,Iris-setosa
4.8647,2.937,1.3621,0.2036,Iris-setosa
5.0121,2.9688,1.3616,0.1942,Iris-setosa
4.9384,2.9528,1.3618,0.1989,Iris-setosa
4.8588,2.946,1.3991,0.1988,Iris-setosa
4.8368,3.0439,1.5082,0.2179,Iris-setosa
4.8477,2.9949,1.4536,0.2083,Iris-setosa
4.7618,3.0252,1.4285,0.2031,Iris-setosa
4.7983,2.9908,1.3751,0.2179,Iris-setosa
4.78,3.008,1.4018,0.2105,Iris-setosa
4.8441,2.9748,1.3823,0.2044,Iris-setosa
4.7492,3.0531,1.3436,0.2071,Iris-setosa
4.7966,3.0139,1.3629,0.2057,Iris-setosa
4.8559,2.9874,1.3613,0.2049,Iris-setosa
4.9736,3.0897,1.5127,0.1812,Iris-setosa
4.9147,3.0385,1.4369,0.193,Iris-setosa
4.9735,3.0234,1.4319,0.2039,Iris-setosa
5.0542,3.0732,1.4067,0.2021,Iris-setosa
5.0138,3.0483,1.4193,0.203,Iris-setosa
4.8,3.0341,1.3705,0.1977,Iris-setosa
5.0191,3.0531,1.3909,0.2143,Iris-setosa
4.9095,3.0436,1.3807,0.206,Iris-setosa
4.9205,2.9136,1.4369,0.197,Iris-setosa
4.7597,3.0568,1.4428,0.1705,Iris-setosa
4.84,2.9852,1.4398,0.1837,Iris-setosa
4.947,3.045,1.3966,0.2054,Iris-setosa
4.7527,3.0073,1.4022,0.2345,Iris-setosa
4.8498,3.0261,1.3994,0.2199,Iris-setosa
4.7794,2.9244,1.4226,0.2019,Iris-setosa
4.8263,2.9651,1.4744,0.1884,Iris-setosa
4.8028,2.9447,1.4485,0.1951,Iris-setosa
5.044,3.0612,1.4218,0.1973,Iris-setosa
4.8228,3.0293,1.4315,0.2071,Iris-setosa
4.9334,3.0452,1.4266,0.2022,Iris-setosa
4.7824,3.0234,1.4336,0.1985,Iris-setosa
4.9666,3.0329,1.3548,0.2215,Iris-setosa
4.8744,3.0281,1.3942,0.21,Iris-setosa
4.9382,2.9352,1.4394,0.1967,Iris-setosa
4.949,2.9871,1.3864,0.1762,Iris-setosa
4.9436,2.9611,1.4129,0.1864,Iris-setosa
4.9205,3.0486,1.3806,0.2008,Iris-setosa
4.9035,2.9541,1.418,0.233,Iris-setosa
4.912,3.0013,1.3993,0.2169,Iris-setosa
4.7853,2.9118,1.3899,0.1984,Iris-setosa
4.9911,2.9486,1.5082,0.1726,Iris-setosa
4.8882,2.9302,1.449,0.1855,Iris-setosa
4.9176,3.0288,1.4176,0.2057,Iris-setosa
4.7527,2.9285,1.4631,0.2043,Iris-setosa
4.8351,2.9786,1.4403,0.205,Iris-setosa
4.8441,3.009,1.3781,0.1959,Iris-setosa
4.8123,3.0513,1.2872,0.1748,Iris-setosa
4.8282,3.0301,1.3326,0.1853,Iris-setosa
4.8794,2.9333,1.4109,0.1994,Iris-setosa
4.8824,3.0036,1.4969,0.1913,Iris-setosa
4.8809,2.9684,1.4539,0.1953,Iris-setosa
4.9911,2.9982,1.3588,0.205,Iris-setosa
4.7702,3.0164,1.5037,0.2237,Iris-setosa
4.8806,3.0073,1.4312,0.2143,Iris-setosa
5.0234,2.9118,1.384,0.2,Iris-setosa
4.9525,2.9468,1.4744,0.182,Iris-setosa
4.9879,2.9293,1.4291,0.191,Iris-setosa
4.8294,2.9154,1.4319,0.1958,Iris-setosa
4.8579,2.9376,1.3052,0.2158,Iris-setosa
4.8436,2.9265,1.3685,0.2058,Iris-setosa
4.9117,3.0,1.3983,0.2016,Iris-setosa
4.9,2.9193,1.4112,0.1928,Iris-setosa
4.9058,2.9596,1.4047,0.1971,Iris-setosa
4.8206,3.0017,1.4361,0.1982,Iris-setosa
4.8579,3.0274,1.3819,0.2287,Iris-setosa
4.8392,3.0145,1.4089,0.2134,Iris-setosa
4.7706,2.9388,1.4067,0.2021,Iris-setosa
5.0542,2.9926,1.3368,0.1949,Iris-setosa
4.9124,2.9657,1.3717,0.1985,Iris-setosa
4.9764,3.0324,1.3823,0.2052,Iris-setosa
4.7983,3.0677,1.3255,0.1748,Iris-setosa
4.8873,3.05,1.3538,0.19,Iris-setosa
4.9882,3.0324,1.426,0.1959,Iris-setosa
5.0577,3.0897,1.4045,0.1661,Iris-setosa
5.0229,3.061,1.4152,0.181,Iris-setosa
4.9588,2.9928,1.3596,0.1972,Iris-setosa
5.0332,2.9248,1.3684,0.2208,Iris-setosa
4.996,2.9588,1.3639,0.209,Iris-setosa
4.9735,3.0792,1.3588,0.1983,Iris-setosa
4.8824,3.0641,1.4202,0.1805,Iris-setosa
4.9279,3.0716,1.3895,0.1894,Iris-setosa
4.8823,3.054,1.41,0.1986,Iris-setosa
4.8404,2.945,1.3887,0.1769,Iris-setosa
4.8613,2.9995,1.3993,0.1877,Iris-setosa
4.8764,2.9586,1.3966,0.1995,Iris-setosa
4.7247,2.9102,1.4541,0.2014,Iris-setosa
4.8005,2.9344,1.4253,0.2004,Iris-setosa
5.0117,2.9262,1.3848,0.198,Iris-setosa
4.928,2.9853,1.4518,0.164,Iris-setosa
4.9698,2.9557,1.4182,0.181,Iris-setosa
4.7706,3.0648,1.4403,0.2036,Iris-setosa
4.9876,3.0696,1.5082,0.2129,Iris-setosa
4.879,3.0671,1.4742,0.2082,Iris-setosa
4.847,2.9478,1.4075,0.199,Iris-setosa
5.0262,2.9395,1.4766,0.2244,Iris-setosa
4.9366,2.9436,1.442,0.2117,Iris-setosa
4.8941,3.0162,1.4394,0.2034,Iris-setosa
4.8719,3.0549,1.3188,0.1805,Iris-setosa
4.883,3.0355,1.3791,0.1919,Iris-setosa
4.9588,2.9262,1.3966,0.1986,Iris-setosa
4.8088,3.0458,1.4834,0.2208,Iris-setosa
4.8838,2.9859,1.44,0.2097,Iris-setosa
4.9646,3.0252,1.4251,0.203,Iris-setosa
4.9385,2.9267,1.4766,0.1812,Iris-setosa
4.9515,2.9759,1.4508,0.1921,Iris-setosa
4.7618,2.9928,1.4201,0.1941,Iris-setosa
4.9911,2.9871,1.4067,0.2064,Iris-setosa
4.8764,2.9899,1.4134,0.2002,Iris-setosa
5.0293,2.9333,1.442,0.1994,Iris-setosa
4.9595,3.0659,1.33,0.2201,Iris-setosa
4.9944,2.9996,1.386,0.2097,Iris-setosa
4.9499,3.0144,1.3832,0.1955,Iris-setosa
4.8298,2.9596,1.5037,0.1827,Iris-setosa
4.8898,2.987,1.4434,0.1891,Iris-setosa
4.8735,2.964,1.3949,0.1997,Iris-setosa
5.0156,3.0714,1.4654,0.1949,Iris-setosa
4.9445,3.0177,1.4301,0.1972,Iris-setosa
4.8265,2.9262,1.3848,0.1985,Iris-setosa
4.9315,3.0641,1.33,0.2208,Iris-setosa
4.8789,2.9951,1.3574,0.2096,Iris-setosa
4.8118,2.9388,1.4184,0.1944,Iris-setosa
4.7772,3.0604,1.3932,0.1669,Iris-setosa
4.7944,2.9996,1.4058,0.1806,Iris-setosa
4.7588,3.063,1.4117,0.206,Iris-setosa
5.0297,2.9615,1.4451,0.2244,Iris-setosa
4.8942,3.0122,1.4283,0.2152,Iris-setosa
4.7618,2.9352,1.3857,0.1964,Iris-setosa
5.0086,3.0842,1.312,0.2287,Iris-setosa
4.8852,3.0097,1.3488,0.2125,Iris-setosa
4.7853,3.0126,1.426,0.2057,Iris-setosa
5.0016,3.0036,1.3368,0.2129,Iris-setosa
4.8934,3.008,1.3814,0.2093,Iris-setosa
4.8617,3.0558,1.4285,0.2,Iris-setosa
4.8298,3.0238,1.3142,0.2194,Iris-setosa
4.8457,3.0398,1.3713,0.2097,Iris-setosa
4.9735,2.9136,1.3823,0.1962,Iris-setosa
5.0262,2.9706,1.3661,0.1913,Iris-setosa
4.9998,2.9421,1.3742,0.1937,Iris-setosa
4.9382,3.0666,1.3621,0.2022,Iris-setosa
4.8614,3.0164,1.3819,0.1906,Iris-setosa
4.8998,3.0415,1.3719,0.1964,Iris-setosa
4.9264,3.0144,1.3663,0.2037,Iris-setosa
4.8579,2.9578,1.4541,0.2129,Iris-setosa
4.8921,2.9861,1.4102,0.2083,Iris-setosa
4.8029,2.9388,1.3739,0.1998,Iris-setosa
4.8018,3.0751,1.4067,0.1892,Iris-setosa
4.8023,3.0069,1.3902,0.1945,Iris-setosa
4.9735,2.9118,1.3781,0.1944,Iris-setosa
4.7317,3.0,1.3007,0.2122,Iris-setosa
4.8526,2.9558,1.3394,0.2032,Iris-setosa
4.8029,3.045,1.3823,0.203,Iris-setosa
4.7667,2.9468,1.3594,0.2201,Iris-setosa
4.7848,2.9958,1.3708,0.2115,Iris-setosa
5.0411,3.0179,1.4176,0.1947,Iris-setosa
5.0367,3.0897,1.4338,0.1841,Iris-setosa
5.0389,3.0538,1.4257,0.1894,Iris-setosa
5.0234,2.9154,1.3596,0.2057,Iris-setosa
4.7667,3.0586,1.3932,0.1805,Iris-setosa
4.895,2.987,1.3763,0.1931,Iris-setosa
5.0058,3.0252,1.4361,0.2033,Iris-setosa
4.9245,3.0238,1.4834,0.182,Iris-setosa
4.9651,3.0244,1.4597,0.1926,Iris-setosa
4.9,2.9388,1.3815,0.1998,Iris-setosa
4.9105,3.0879,1.3436,0.1884,Iris-setosa
4.9052,3.0133,1.3625,0.1941,Iris-setosa
4.9793,3.0828,1.4083,0.1941,Iris-setosa
4.7352,2.989,1.4541,0.1798,Iris-setosa
4.8572,3.0359,1.4312,0.1869,Iris-setosa
5.0117,3.0378,1.4,0.1992,Iris-setosa
4.8824,3.0274,1.3887,0.223,Iris-setosa
4.947,3.0326,1.3943,0.2111,Iris-setosa
4.9617,3.0,1.4319,0.1965,Iris-setosa
4.8404,2.9248,1.3368,0.2093,Iris-setosa
4.901,2.9623,1.3843,0.2029,Iris-setosa
5.0411,3.0594,1.3647,0.2039,Iris-setosa
4.8579,3.0494,1.4496,0.1942,Iris-setosa
4.9495,3.0544,1.4071,0.199,Iris-setosa
4.9705,2.9693,1.363,0.2008,Iris-setosa
5.0647,3.0732,1.321,0.1784,Iris-setosa
5.0176,3.0212,1.342,0.1896,Iris-setosa
4.9646,3.0612,1.4025,0.2054,Iris-setosa
5.0367,2.934,1.4879,0.2086,Iris-setosa
5.0006,2.9976,1.4452,0.207,Iris-setosa
4.7588,2.955,1.4235,0.1985,Iris-setosa
4.7948,3.0164,1.2894,0.1985,Iris-setosa
4.7768,2.9857,1.3564,0.1985,Iris-setosa
