@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.1203,3.4858,1.447,0.1876,Iris-setosa
5.3947,3.6869,1.3715,0.193,Iris-setosa
5.142,3.4917,1.3609,0.1492,Iris-setosa
5.2683,3.5893,1.3662,0.1711,Iris-setosa
5.0637,3.5059,1.4316,0.1913,Iris-setosa
5.2513,3.5287,1.3567,0.2455,Iris-setosa
5.1575,3.5173,1.3941,0.2184,Iris-setosa
5.0245,3.6984,1.4809,0.1955,Iris-setosa
5.0585,3.5623,1.5676,0.2099,Iris-setosa
5.0415,3.6303,1.5242,0.2027,Iris-setosa
4.9291,3.3596,1.3715,0.2001,Iris-setosa
5.0842,3.6462,1.6131,0.2073,Iris-setosa
5.0066,3.5029,1.4923,0.2037,Iris-setosa
4.9515,3.633,1.4301,0.2089,Iris-setosa
5.2063,3.6664,1.6131,0.1664,Iris-setosa
5.0789,3.6497,1.5215,0.1876,Iris-setosa
4.8786,3.4097,1.4177,0.1944,Iris-setosa
5.3091,3.3943,1.5924,0.1677,Iris-setosa
5.0938,3.402,1.505,0.181,Iris-setosa
4.974,3.6253,1.4824,0.1992,Iris-setosa
4.9556,3.5824,1.3278,0.231,Iris-setosa
4.9648,3.6038,1.4051,0.2151,Iris-setosa
5.3611,3.3789,1.3792,0.2069,Iris-setosa
5.007,3.5723,1.2575,0.1782,Iris-setosa
5.184,3.4756,1.3183,0.1925,Iris-setosa
5.2601,3.4674,1.35,0.1999,Iris-setosa
5.0906,3.663,1.6048,0.2508,Iris-setosa
5.1753,3.5652,1.4774,0.2253,Iris-setosa
5.0862,3.71,1.3916,0.1933,Iris-setosa
5.1806,3.5723,1.2285,0.2033,Iris-setosa
5.1334,3.6411,1.31,0.1983,Iris-setosa
5.1703,3.3827,1.3376,0.1935,Iris-setosa
4.9749,3.3506,1.4808,0.1637,Iris-setosa
5.0725,3.3666,1.4091,0.1786,Iris-setosa
5.002,3.556,1.333,0.2043,Iris-setosa
5.187,3.4447,1.6172,0.1954,Iris-setosa
5.0945,3.5003,1.475,0.1998,Iris-setosa
5.3667,3.5098,1.4408,0.1944,Iris-setosa
5.2063,3.485,1.2533,0.2561,Iris-setosa
5.2865,3.4974,1.347,0.2252,Iris-setosa
5.2096,3.4751,1.3823,0.1952,Iris-setosa
5.232,3.5051,1.3815,0.2429,Iris-setosa
5.2208,3.4901,1.3818,0.219,Iris-setosa
4.9684,3.7061,1.39,0.2084,Iris-setosa
4.9621,3.4077,1.3981,0.1888,Iris-setosa
4.9652,3.5569,1.394,0.1986,Iris-setosa
5.3106,3.6792,1.4331,0.1904,Iris-setosa
5.2256,3.5555,1.6214,0.173,Iris-setosa
5.2681,3.6173,1.5272,0.1817,Iris-setosa
5.103,3.4366,1.3746,0.1972,Iris-setosa
5.0392,3.4413,1.6131,0.1875,Iris-setosa
5.071,3.4389,1.4938,0.1923,Iris-setosa
4.8786,3.4405,1.3454,0.1966,Iris-setosa
5.0842,3.4413,1.4518,0.1717,Iris-setosa
4.9814,3.4409,1.3986,0.1841,Iris-setosa
4.8898,3.5598,1.3916,0.2076,Iris-setosa
5.0263,3.6395,1.4353,0.1928,Iris-setosa
4.958,3.5996,1.4134,0.2002,Iris-setosa
5.2769,3.633,1.4439,0.1937,Iris-setosa
5.2577,3.5018,1.5387,0.2099,Iris-setosa
5.2673,3.5674,1.4912,0.2018,Iris-setosa
5.1815,3.3481,1.3684,0.2115,Iris-setosa
5.2706,3.4749,1.3526,0.169,Iris-setosa
5.226,3.4115,1.3605,0.1902,Iris-setosa
5.204,3.3519,1.4701,0.1974,Iris-setosa
5.3863,3.6395,1.274,0.1809,Iris-setosa
5.2951,3.4957,1.372,0.1891,Iris-setosa
4.9571,3.6445,1.4285,0.1961,Iris-setosa
5.3927,3.6227,1.2161,0.144,Iris-setosa
5.1748,3.6336,1.3223,0.17,Iris-setosa
5.2881,3.6907,1.4177,0.2087,Iris-setosa
5.0006,3.4514,1.5428,0.235,Iris-setosa
5.1443,3.571,1.4802,0.2218,Iris-setosa
4.9515,3.3327,1.3916,0.1988,Iris-setosa
5.4055,3.6731,1.489,0.1703,Iris-setosa
5.1785,3.5029,1.4403,0.1845,Iris-setosa
5.0806,3.4174,1.3546,0.2069,Iris-setosa
5.187,3.4413,1.4477,0.2468,Iris-setosa
5.1338,3.4293,1.4011,0.2268,Iris-setosa
4.9347,3.3558,1.3454,0.2023,Iris-setosa
5.4441,3.5119,1.2575,0.1453,Iris-setosa
5.1894,3.4338,1.3014,0.1738,Iris-setosa
5.1311,3.4559,1.4608,0.2078,Iris-setosa
5.2256,3.5085,1.3443,0.1637,Iris-setosa
5.1783,3.4822,1.4025,0.1857,Iris-setosa
5.232,3.6368,1.3669,0.2089,Iris-setosa
5.2191,3.3976,1.3154,0.2336,Iris-setosa
5.2255,3.5172,1.3411,0.2212,Iris-setosa
4.8898,3.4559,1.4455,0.2007,Iris-setosa
5.1099,3.3808,1.4601,0.2336,Iris-setosa
4.9998,3.4183,1.4527,0.2171,Iris-setosa
5.1311,3.7061,1.4793,0.2016,Iris-setosa
5.3927,3.616,1.3567,0.2468,Iris-setosa
5.2619,3.661,1.418,0.2242,Iris-setosa
5.0245,3.5329,1.4331,0.1948,Iris-setosa
5.1549,3.6698,1.6255,0.2442,Iris-setosa
5.0897,3.6013,1.5293,0.2195,Iris-setosa
5.232,3.325,1.3577,0.2062,Iris-setosa
5.3927,3.4581,1.3939,0.2679,Iris-setosa
5.3123,3.3915,1.3758,0.237,Iris-setosa
5.2938,3.6561,1.3577,0.2115,Iris-setosa
5.1549,3.653,1.2906,0.1453,Iris-setosa
5.2243,3.6545,1.3241,0.1784,Iris-setosa
5.3386,3.5714,1.3931,0.2109,Iris-setosa
5.1999,3.5287,1.3774,0.2653,Iris-setosa
5.2692,3.55,1.3852,0.2381,Iris-setosa
4.8562,3.5791,1.3608,0.2036,Iris-setosa
5.2127,3.6496,1.2203,0.1519,Iris-setosa
5.0344,3.6143,1.2905,0.1777,Iris-setosa
5.2938,3.4289,1.4608,0.1902,Iris-setosa
5.2706,3.5219,1.489,0.1637,Iris-setosa
5.2821,3.4754,1.4749,0.1769,Iris-setosa
5.1535,3.5675,1.4624,0.1944,Iris-setosa
5.142,3.4715,1.3567,0.2389,Iris-setosa
5.1477,3.5195,1.4095,0.2166,Iris-setosa
5.0469,3.6137,1.3515,0.1926,Iris-setosa
5.2384,3.5891,1.5511,0.231,Iris-setosa
5.1426,3.6014,1.4512,0.2118,Iris-setosa
5.3723,3.6214,1.3838,0.2095,Iris-setosa
5.1163,3.6563,1.4601,0.2508,Iris-setosa
5.2443,3.6388,1.4219,0.2301,Iris-setosa
5.0189,3.6907,1.4162,0.2032,Iris-setosa
5.3798,3.6294,1.489,0.2033,Iris-setosa
5.1993,3.66,1.4525,0.2032,Iris-setosa
5.2601,3.6368,1.35,0.2027,Iris-setosa
5.0328,3.5858,1.4849,0.1479,Iris-setosa
5.1464,3.6113,1.4174,0.1753,Iris-setosa
4.845,3.4828,1.4424,0.2018,Iris-setosa
5.1035,3.364,1.5883,0.2666,Iris-setosa
4.9742,3.4234,1.5153,0.2342,Iris-setosa
5.1311,3.5829,1.4701,0.2016,Iris-setosa
5.3734,3.4346,1.4436,0.1571,Iris-setosa
5.2522,3.5087,1.4568,0.1793,Iris-setosa
5.0076,3.3789,1.4824,0.1994,Iris-setosa
4.8078,3.5186,1.3567,0.2205,Iris-setosa
4.9077,3.4487,1.4195,0.2099,Iris-setosa
5.002,3.6445,1.3392,0.19,Iris-setosa
5.1292,3.6597,1.2782,0.2495,Iris-setosa
5.0656,3.6521,1.3087,0.2197,Iris-setosa
5.333,3.4867,1.4208,0.2115,Iris-setosa
5.3991,3.5925,1.3609,0.2231,Iris-setosa
5.366,3.5396,1.3908,0.2173,Iris-setosa
5.2096,3.5906,1.4193,0.2069,Iris-setosa
5.3927,3.5152,1.2285,0.2587,Iris-setosa
5.3011,3.5529,1.3239,0.2328,Iris-setosa
5.0918,3.4867,1.4778,0.1974,Iris-setosa
4.9363,3.4312,1.5428,0.2112,Iris-setosa
5.014,3.4589,1.5103,0.2042,Iris-setosa
5.0245,3.5444,1.4593,0.1968,Iris-setosa
4.9685,3.5186,1.3236,0.2679,Iris-setosa
4.9964,3.5315,1.3914,0.2323,Iris-setosa
4.9347,3.5521,1.4562,0.1946,Iris-setosa
4.9556,3.5018,1.2203,0.2363,Iris-setosa
4.9451,3.5269,1.3382,0.2154,Iris-setosa
4.9964,3.6984,1.4193,0.19,Iris-setosa
5.0456,3.6093,1.3733,0.1848,Iris-setosa
5.021,3.6538,1.3963,0.1874,Iris-setosa
5.3835,3.6407,1.3438,0.2073,Iris-setosa
4.8528,3.6698,1.4436,0.2402,Iris-setosa
5.1181,3.6552,1.3937,0.2237,Iris-setosa
4.8674,3.4559,1.427,0.201,Iris-setosa
5.0006,3.4346,1.2285,0.2231,Iris-setosa
4.934,3.4452,1.3277,0.212,Iris-setosa
5.0469,3.6676,1.333,0.21,Iris-setosa
5.0713,3.4715,1.5924,0.1558,Iris-setosa
5.0591,3.5695,1.4626,0.1829,Iris-setosa
4.9628,3.556,1.3392,0.1977,Iris-setosa
4.9235,3.6563,1.5841,0.1862,Iris-setosa
4.9431,3.6061,1.4616,0.1919,Iris-setosa
5.3667,3.4251,1.4208,0.2034,Iris-setosa
5.0906,3.5925,1.2451,0.1848,Iris-setosa
5.2286,3.5088,1.3329,0.1941,Iris-setosa
5.0915,2.9556,1.484,0.204,Iris-setosa
5.1863,3.1362,1.5097,0.2429,Iris-setosa
5.1388,3.0459,1.4968,0.2234,Iris-setosa
4.822,3.1767,1.4778,0.2051,Iris-setosa
4.6399,2.901,1.2947,0.1822,Iris-setosa
4.7309,3.0388,1.3862,0.1936,Iris-setosa
4.6711,3.081,1.4378,0.1985,Iris-setosa
5.1477,2.9615,1.3485,0.1717,Iris-setosa
4.9094,3.0212,1.3931,0.185,Iris-setosa
4.6927,2.9589,1.3561,0.204,Iris-setosa
4.9806,2.9077,1.5552,0.1611,Iris-setosa
4.8366,2.9333,1.4556,0.1825,Iris-setosa
5.07,2.8731,1.484,0.2045,Iris-setosa
5.2184,3.0455,1.2327,0.2389,Iris-setosa
5.1442,2.9593,1.3583,0.2217,Iris-setosa
5.1886,2.9127,1.4023,0.2003,Iris-setosa
4.6464,3.1294,1.5552,0.26,Iris-setosa
4.9175,3.021,1.4787,0.2301,Iris-setosa
4.946,2.8665,1.3746,0.212,Iris-setosa
4.7621,3.163,1.5635,0.2033,Iris-setosa
4.854,3.0147,1.469,0.2076,Iris-setosa
5.1832,3.1602,1.4701,0.2071,Iris-setosa
4.7685,3.1261,1.4022,0.2455,Iris-setosa
4.9758,3.1431,1.4361,0.2263,Iris-setosa
5.0484,3.1701,1.3484,0.1974,Iris-setosa
5.1156,3.1194,1.5924,0.14,Iris-setosa
5.082,3.1447,1.4704,0.1687,Iris-setosa
4.6765,3.0348,1.4347,0.2034,Iris-setosa
4.9806,3.0757,1.4105,0.1901,Iris-setosa
4.8285,3.0552,1.4226,0.1967,Iris-setosa
5.0915,2.9291,1.3346,0.2082,Iris-setosa
4.9484,2.9816,1.3567,0.2719,Iris-setosa
5.0199,2.9553,1.3456,0.24,Iris-setosa
5.167,2.8863,1.4485,0.2073,Iris-setosa
4.9677,3.1731,1.3691,0.1756,Iris-setosa
5.0673,3.0297,1.4087,0.1914,Iris-setosa
5.1185,2.9391,1.4809,0.1979,Iris-setosa
4.6849,2.9178,1.4725,0.2481,Iris-setosa
4.9017,2.9284,1.4767,0.2229,Iris-setosa
4.7412,3.1734,1.4393,0.2043,Iris-setosa
4.7106,2.985,1.2575,0.2719,Iris-setosa
4.7259,3.0792,1.3484,0.2381,Iris-setosa
4.849,2.9622,1.3592,0.1919,Iris-setosa
5.0063,3.0992,1.609,0.1743,Iris-setosa
4.9276,3.0307,1.4841,0.183,Iris-setosa
5.07,2.9952,1.3423,0.2043,Iris-setosa
5.2441,2.9917,1.3857,0.2178,Iris-setosa
5.157,2.9934,1.3639,0.211,Iris-setosa
4.655,3.147,1.3977,0.1908,Iris-setosa
5.0513,2.9245,1.303,0.2455,Iris-setosa
4.8531,3.0357,1.3503,0.2181,Iris-setosa
5.1616,2.8896,1.3361,0.1941,Iris-setosa
4.6914,3.0891,1.58,0.1769,Iris-setosa
4.9265,2.9893,1.458,0.1855,Iris-setosa
4.8652,2.9192,1.35,0.1915,Iris-setosa
4.8649,3.0018,1.4353,0.1651,Iris-setosa
4.865,2.9604,1.3926,0.1783,Iris-setosa
5.0915,3.114,1.3515,0.2034,Iris-setosa
5.1541,2.8775,1.2575,0.173,Iris-setosa
5.1228,2.9957,1.3045,0.1881,Iris-setosa
4.8813,3.0777,1.4285,0.21,Iris-setosa
5.0834,2.9044,1.4229,0.1835,Iris-setosa
4.9823,2.991,1.4257,0.1967,Iris-setosa
4.8167,2.8995,1.447,0.2073,Iris-setosa
5.0063,2.8976,1.3443,0.2112,Iris-setosa
4.9115,2.8985,1.3956,0.2092,Iris-setosa
4.9352,3.1767,1.3854,0.2021,Iris-setosa
4.8328,3.079,1.3857,0.1598,Iris-setosa
4.884,3.1278,1.3855,0.1809,Iris-setosa
4.7574,2.9061,1.4778,0.2065,Iris-setosa
4.8135,2.9312,1.5428,0.1862,Iris-setosa
4.7854,2.9186,1.5103,0.1963,Iris-setosa
5.1562,2.8929,1.4778,0.2111,Iris-setosa
5.2055,2.9984,1.2368,0.2205,Iris-setosa
5.1808,2.9456,1.3573,0.2158,Iris-setosa
5.0323,2.8698,1.4763,0.2082,Iris-setosa
5.032,3.0186,1.5387,0.2481,Iris-setosa
5.0321,2.9442,1.5074,0.2281,Iris-setosa
4.8544,2.8632,1.4285,0.1961,Iris-setosa
4.6785,3.116,1.2492,0.2561,Iris-setosa
4.7664,2.9896,1.3388,0.2261,Iris-setosa
5.0862,2.9853,1.3993,0.1963,Iris-setosa
4.7235,2.8976,1.5304,0.2693,Iris-setosa
4.9048,2.9414,1.4648,0.2328,Iris-setosa
5.0161,2.9391,1.4239,0.1904,Iris-setosa
5.2505,3.0891,1.456,0.2125,Iris-setosa
5.1333,3.0141,1.4399,0.2014,Iris-setosa
4.7466,2.9325,1.4146,0.1939,Iris-setosa
5.0834,3.0219,1.489,0.1928,Iris-setosa
4.915,2.9772,1.4518,0.1933,Iris-setosa
4.7358,3.18,1.4547,0.1926,Iris-setosa
4.9035,2.9447,1.518,0.2336,Iris-setosa
4.8196,3.0623,1.4863,0.2131,Iris-setosa
5.1562,2.8632,1.4793,0.1924,Iris-setosa
4.9035,3.1698,1.5221,0.1651,Iris-setosa
5.0298,3.0164,1.5007,0.1787,Iris-setosa
4.8706,3.1701,1.4116,0.1955,Iris-setosa
4.9742,3.0623,1.3319,0.2574,Iris-setosa
4.9224,3.1162,1.3717,0.2264,Iris-setosa
5.1562,2.8995,1.4639,0.2098,Iris-setosa
4.8199,3.079,1.3981,0.2508,Iris-setosa
4.988,2.9892,1.431,0.2303,Iris-setosa
4.9298,2.9952,1.3638,0.21,Iris-setosa
5.0127,3.1026,1.4229,0.2521,Iris-setosa
4.9712,3.0488,1.3933,0.231,Iris-setosa
5.0808,3.0942,1.3916,0.2109,Iris-setosa
5.1413,2.938,1.4146,0.2679,Iris-setosa
5.111,3.016,1.4031,0.2394,Iris-setosa
5.194,3.114,1.4639,0.2021,Iris-setosa
4.8585,3.1328,1.4725,0.2139,Iris-setosa
5.0262,3.1234,1.4682,0.208,Iris-setosa
4.8813,2.9291,1.4131,0.2087,Iris-setosa
4.7749,2.9144,1.2492,0.202,Iris-setosa
4.8281,2.9217,1.3311,0.2053,Iris-setosa
5.0592,3.0678,1.4424,0.1992,Iris-setosa
4.6078,3.0287,1.456,0.2508,Iris-setosa
4.8335,3.0482,1.4491,0.225,Iris-setosa
4.8652,3.1107,1.3838,0.2001,Iris-setosa
4.9549,3.0018,1.3691,0.14,Iris-setosa
4.91,3.0562,1.3764,0.17,Iris-setosa
4.8921,3.0381,1.3469,0.2113,Iris-setosa
5.2248,3.1832,1.2244,0.2178,Iris-setosa
5.0584,3.1106,1.2856,0.2145,Iris-setosa
5.1185,3.015,1.3715,0.1946,Iris-setosa
4.852,3.0119,1.2864,0.1585,Iris-setosa
4.9852,3.0134,1.3289,0.1765,Iris-setosa
4.9568,3.0084,1.3454,0.1904,Iris-setosa
5.1156,2.854,1.6255,0.2481,Iris-setosa
5.0362,2.9312,1.4854,0.2192,Iris-setosa
4.725,2.9457,1.4732,0.1913,Iris-setosa
4.9099,2.9917,1.4063,0.2178,Iris-setosa
4.8174,2.9687,1.4397,0.2045,Iris-setosa
4.946,2.9952,1.4593,0.2036,Iris-setosa
4.6142,2.9447,1.489,0.1809,Iris-setosa
4.7801,2.9699,1.4741,0.1922,Iris-setosa
4.8598,3.0678,1.467,0.195,Iris-setosa
5.0384,3.1765,1.2823,0.1558,Iris-setosa
4.949,3.1221,1.3746,0.1754,Iris-setosa
4.9406,3.0117,1.4516,0.2051,Iris-setosa
4.897,2.8708,1.4105,0.2205,Iris-setosa
4.9188,2.9412,1.431,0.2128,Iris-setosa
4.9784,2.9391,1.41,0.2016,Iris-setosa
4.6078,3.0387,1.5841,0.173,Iris-setosa
4.7931,2.9889,1.497,0.1873,Iris-setosa
5.1454,3.1107,1.3315,0.2018,Iris-setosa
5.0641,2.864,1.5635,0.1809,Iris-setosa
5.1047,2.9873,1.4474,0.1913,Iris-setosa
5.1454,3.0216,1.4254,0.1981,Iris-setosa
5.1348,2.9984,1.2699,0.1664,Iris-setosa
5.1401,3.0099,1.3476,0.1822,Iris-setosa
4.8921,3.0381,1.3993,0.2003,Iris-setosa
4.6464,2.864,1.5759,0.2139,Iris-setosa
4.7692,2.951,1.4876,0.2071,Iris-setosa
5.1886,3.1503,1.3299,0.1996,Iris-setosa
4.852,3.0555,1.6172,0.2481,Iris-setosa
5.0203,3.1029,1.4735,0.2238,Iris-setosa
5.0862,2.9192,1.4378,0.2078,Iris-setosa
5.2505,3.1328,1.4353,0.2033,Iris-setosa
5.1683,3.0259,1.4365,0.2055,Iris-setosa
4.9514,2.9589,1.4193,0.2089,Iris-setosa
4.852,3.1765,1.4973,0.2679,Iris-setosa
4.9017,3.0677,1.4583,0.2384,Iris-setosa
5.0376,3.0414,1.4393,0.1972,Iris-setosa
5.1541,2.948,1.5676,0.2706,Iris-setosa
5.0958,2.9947,1.5034,0.2339,Iris-setosa
4.6657,3.0645,1.3423,0.1902,Iris-setosa
4.7363,3.0018,1.3815,0.227,Iris-setosa
4.701,3.0331,1.3618,0.2086,Iris-setosa
4.9352,2.949,1.4239,0.2095,Iris-setosa
4.8328,3.1563,1.3857,0.2323,Iris-setosa
4.884,3.0526,1.4047,0.2209,Iris-setosa
5.1454,2.9556,1.4701,0.1959,Iris-setosa
4.9163,3.0958,1.4601,0.2627,Iris-setosa
5.0308,3.0257,1.4651,0.2293,Iris-setosa
4.8059,3.0777,1.4501,0.195,Iris-setosa
4.9742,3.1362,1.5552,0.173,Iris-setosa
4.89,3.1069,1.5026,0.184,Iris-setosa
5.1616,2.9028,1.4578,0.1999,Iris-setosa
4.8842,2.9682,1.4394,0.1703,Iris-setosa
5.0229,2.9355,1.4485,0.185,Iris-setosa
4.8436,3.18,1.4301,0.2093,Iris-setosa
5.2505,2.9178,1.3857,0.2376,Iris-setosa
5.047,3.0489,1.4079,0.2234,Iris-setosa
4.725,3.0579,1.3407,0.2007,Iris-setosa
4.7235,2.9783,1.3691,0.2534,Iris-setosa
4.7242,3.0181,1.3549,0.227,Iris-setosa
5.0161,2.883,1.4316,0.2032,Iris-setosa
5.0706,2.9715,1.5676,0.2508,Iris-setosa
5.0433,2.9272,1.4996,0.227,Iris-setosa
4.9514,2.8863,1.4439,0.199,Iris-setosa
4.7428,3.1093,1.609,0.2587,Iris-setosa
4.847,2.9977,1.5264,0.2288,Iris-setosa
4.6873,3.147,1.3946,0.1915,Iris-setosa
4.9677,2.8741,1.5635,0.1901,Iris-setosa
4.8275,3.0105,1.479,0.1908,Iris-setosa
4.7628,3.0579,1.4578,0.1902,Iris-setosa
4.7685,2.9883,1.2988,0.1743,Iris-setosa
4.7656,3.0231,1.3782,0.1822,Iris-setosa
