@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
4.9719,3.608,1.3676,0.2003,Iris-setosa
4.9204,3.36,1.4235,0.2027,Iris-setosa
5.315,3.5464,1.3398,0.2354,Iris-setosa
5.1177,3.4532,1.3816,0.219,Iris-setosa
5.2999,3.5784,1.3529,0.1985,Iris-setosa
4.9363,3.6026,1.5172,0.1731,Iris-setosa
5.1181,3.5904,1.435,0.1858,Iris-setosa
4.9898,3.5084,1.3966,0.1934,Iris-setosa
4.8756,3.5171,1.5022,0.2086,Iris-setosa
4.9327,3.5127,1.4494,0.201,Iris-setosa
5.2999,3.5812,1.3596,0.1929,Iris-setosa
5.2542,3.4315,1.3097,0.1798,Iris-setosa
5.277,3.5063,1.3346,0.1863,Iris-setosa
5.2101,3.5392,1.3641,0.2011,Iris-setosa
5.2776,3.3778,1.3879,0.2,Iris-setosa
5.2438,3.4585,1.3759,0.2005,Iris-setosa
5.1204,3.556,1.3585,0.2057,Iris-setosa
5.2869,3.4682,1.433,0.1741,Iris-setosa
5.2036,3.5121,1.3957,0.1899,Iris-setosa
4.9368,3.3768,1.4291,0.2078,Iris-setosa
4.9831,3.561,1.5293,0.1836,Iris-setosa
4.9599,3.4689,1.4792,0.1957,Iris-setosa
5.0959,3.5728,1.4022,0.1985,Iris-setosa
5.0345,3.4267,1.4872,0.223,Iris-setosa
5.0652,3.4997,1.4447,0.2107,Iris-setosa
5.2917,3.4104,1.391,0.208,Iris-setosa
5.3243,3.5537,1.406,0.1539,Iris-setosa
5.308,3.482,1.3984,0.1809,Iris-setosa
5.1407,3.5532,1.3608,0.1942,Iris-setosa
5.0018,3.4169,1.3157,0.1913,Iris-setosa
5.0712,3.485,1.3382,0.1927,Iris-setosa
5.0387,3.5504,1.438,0.203,Iris-setosa
4.9036,3.434,1.5202,0.176,Iris-setosa
4.9711,3.4922,1.479,0.1895,Iris-setosa
5.2917,3.5196,1.3608,0.2032,Iris-setosa
4.913,3.4462,1.2947,0.2306,Iris-setosa
5.1023,3.4829,1.3277,0.2169,Iris-setosa
4.949,3.6064,1.3462,0.2027,Iris-setosa
5.2215,3.5513,1.4541,0.2038,Iris-setosa
5.0852,3.5788,1.4001,0.2032,Iris-setosa
5.2142,3.3908,1.4246,0.2006,Iris-setosa
4.9878,3.6148,1.2706,0.1606,Iris-setosa
5.101,3.5028,1.3476,0.1805,Iris-setosa
5.2631,3.6148,1.4134,0.2027,Iris-setosa
4.9317,3.4144,1.4451,0.1846,Iris-setosa
5.0974,3.5146,1.4292,0.1936,Iris-setosa
5.2183,3.388,1.391,0.1996,Iris-setosa
5.0065,3.605,1.3909,0.2287,Iris-setosa
5.1124,3.4965,1.3909,0.2141,Iris-setosa
5.0347,3.5056,1.3439,0.1945,Iris-setosa
5.128,3.4291,1.2947,0.1673,Iris-setosa
5.0813,3.4673,1.3193,0.1809,Iris-setosa
5.0306,3.4776,1.3608,0.2046,Iris-setosa
5.2542,3.605,1.2887,0.1923,Iris-setosa
5.1424,3.5413,1.3247,0.1984,Iris-setosa
5.1122,3.4468,1.4291,0.1988,Iris-setosa
4.8849,3.4096,1.3548,0.2047,Iris-setosa
4.9985,3.4282,1.3919,0.2017,Iris-setosa
5.1081,3.5924,1.4044,0.199,Iris-setosa
4.9597,3.3949,1.4842,0.199,Iris-setosa
5.0339,3.4936,1.4443,0.199,Iris-setosa
5.2631,3.5616,1.4067,0.1937,Iris-setosa
5.1467,3.5513,1.3218,0.2105,Iris-setosa
5.2049,3.5564,1.3642,0.2021,Iris-setosa
5.0755,3.3684,1.4515,0.2025,Iris-setosa
4.8849,3.6075,1.4902,0.2287,Iris-setosa
4.9802,3.4879,1.4708,0.2156,Iris-setosa
5.0387,3.5644,1.3652,0.195,Iris-setosa
4.9737,3.5268,1.5022,0.2124,Iris-setosa
5.0062,3.5456,1.4337,0.2037,Iris-setosa
5.2101,3.6064,1.4425,0.2,Iris-setosa
5.2402,3.5977,1.424,0.1597,Iris-setosa
5.2251,3.602,1.4332,0.1798,Iris-setosa
5.1734,3.444,1.4112,0.2019,Iris-setosa
4.9831,3.5024,1.3879,0.1539,Iris-setosa
5.0782,3.4732,1.3995,0.1779,Iris-setosa
5.0673,3.4244,1.4156,0.1948,Iris-setosa
5.1654,3.4657,1.415,0.2258,Iris-setosa
5.1163,3.445,1.4153,0.2103,Iris-setosa
5.0306,3.5952,1.3742,0.1974,Iris-setosa
4.9363,3.3851,1.5503,0.2393,Iris-setosa
4.9834,3.4901,1.4622,0.2183,Iris-setosa
5.2795,3.416,1.4246,0.2073,Iris-setosa
5.2402,3.5513,1.4691,0.1904,Iris-setosa
5.2598,3.4836,1.4468,0.1988,Iris-setosa
4.9123,3.4048,1.3652,0.1982,Iris-setosa
4.899,3.6099,1.3759,0.2316,Iris-setosa
4.9056,3.5073,1.3705,0.2149,Iris-setosa
5.2387,3.5364,1.3899,0.1984,Iris-setosa
4.9223,3.5171,1.4992,0.1683,Iris-setosa
5.0805,3.5267,1.4445,0.1833,Iris-setosa
5.0714,3.6372,1.3563,0.1942,Iris-setosa
5.3056,3.456,1.4842,0.1971,Iris-setosa
5.1884,3.5466,1.4202,0.1956,Iris-setosa
4.9204,3.4804,1.3439,0.1963,Iris-setosa
5.0485,3.4828,1.439,0.1808,Iris-setosa
4.9844,3.4816,1.3914,0.1885,Iris-setosa
5.2713,3.3852,1.3484,0.1924,Iris-setosa
5.2075,3.4511,1.5503,0.2239,Iris-setosa
5.2394,3.4181,1.4493,0.2081,Iris-setosa
4.9449,3.6232,1.4504,0.204,Iris-setosa
5.0345,3.4951,1.4541,0.1683,Iris-setosa
4.9897,3.5591,1.4522,0.1861,Iris-setosa
5.0592,3.416,1.4044,0.203,Iris-setosa
5.0018,3.5855,1.421,0.1808,Iris-setosa
5.0305,3.5007,1.4127,0.1919,Iris-setosa
4.949,3.5896,1.4044,0.1948,Iris-setosa
5.3337,3.5195,1.5293,0.2364,Iris-setosa
5.1413,3.5545,1.4668,0.2156,Iris-setosa
5.2672,3.6344,1.4492,0.1993,Iris-setosa
5.3009,3.5244,1.3669,0.2297,Iris-setosa
5.284,3.5794,1.408,0.2145,Iris-setosa
5.0673,3.5728,1.4481,0.207,Iris-setosa
5.142,3.3876,1.5293,0.2047,Iris-setosa
5.1046,3.4802,1.4887,0.2058,Iris-setosa
5.0469,3.5252,1.4526,0.2024,Iris-setosa
5.2215,3.4706,1.3849,0.2038,Iris-setosa
5.1342,3.4979,1.4187,0.2031,Iris-setosa
5.0959,3.5,1.3932,0.2006,Iris-setosa
4.8896,3.5635,1.3248,0.2364,Iris-setosa
4.9927,3.5317,1.359,0.2185,Iris-setosa
5.2713,3.6176,1.4033,0.1996,Iris-setosa
5.0392,3.5048,1.2586,0.2105,Iris-setosa
5.1552,3.5612,1.3309,0.205,Iris-setosa
4.9705,2.9495,1.3865,0.2006,Iris-setosa
5.0215,2.8802,1.3458,0.1693,Iris-setosa
4.996,2.9148,1.3661,0.1849,Iris-setosa
5.0685,2.9232,1.4313,0.207,Iris-setosa
4.9701,3.1075,1.2947,0.2441,Iris-setosa
5.0193,3.0153,1.363,0.2255,Iris-setosa
5.0019,2.9375,1.4246,0.1926,Iris-setosa
4.8719,2.8998,1.3909,0.1654,Iris-setosa
4.9368,2.9186,1.4077,0.179,Iris-setosa
4.9901,3.0888,1.4358,0.1924,Iris-setosa
4.6662,3.0048,1.3819,0.2057,Iris-setosa
4.8281,3.0468,1.4088,0.199,Iris-setosa
4.7902,3.048,1.363,0.2035,Iris-setosa
4.7597,3.0317,1.5473,0.1952,Iris-setosa
4.7749,3.0398,1.4551,0.1993,Iris-setosa
4.9744,3.0,1.4235,0.1963,Iris-setosa
4.8766,2.8998,1.3428,0.1779,Iris-setosa
4.9254,2.9499,1.3831,0.187,Iris-setosa
4.7745,2.8992,1.3608,0.1984,Iris-setosa
4.9934,2.8924,1.43,0.1817,Iris-setosa
4.8839,2.8958,1.3954,0.19,Iris-setosa
4.8921,3.0503,1.4403,0.1984,Iris-setosa
4.914,3.0513,1.3188,0.2134,Iris-setosa
4.903,3.0507,1.3795,0.2059,Iris-setosa
5.0764,2.8896,1.3652,0.207,Iris-setosa
5.0729,3.0268,1.5232,0.1693,Iris-setosa
5.0746,2.9582,1.4442,0.1881,Iris-setosa
4.7471,3.1152,1.4246,0.2009,Iris-setosa
4.9467,3.0561,1.3578,0.1827,Iris-setosa
4.8469,3.0856,1.3912,0.1918,Iris-setosa
4.8882,3.0168,1.419,0.2046,Iris-setosa
4.9093,2.9633,1.5202,0.1769,Iris-setosa
4.8987,2.99,1.4696,0.1907,Iris-setosa
4.7549,2.9328,1.3753,0.1921,Iris-setosa
4.9654,2.9486,1.3849,0.2019,Iris-setosa
4.8601,2.9406,1.3801,0.197,Iris-setosa
4.8137,2.8847,1.3955,0.2004,Iris-setosa
4.7083,2.9877,1.4992,0.2345,Iris-setosa
4.761,2.9362,1.4473,0.2174,Iris-setosa
4.7157,2.9495,1.3663,0.2054,Iris-setosa
4.8252,3.0732,1.4571,0.2239,Iris-setosa
4.7704,3.0113,1.4117,0.2146,Iris-setosa
4.7236,3.0768,1.4,0.2011,Iris-setosa
5.1056,2.9755,1.2496,0.222,Iris-setosa
4.9146,3.0261,1.3248,0.2115,Iris-setosa
4.7118,3.108,1.3753,0.2017,Iris-setosa
4.7597,2.8949,1.5413,0.1721,Iris-setosa
4.7357,3.0014,1.4583,0.1869,Iris-setosa
4.7745,2.9136,1.4425,0.1961,Iris-setosa
5.0636,2.9364,1.4541,0.1798,Iris-setosa
4.919,2.925,1.4483,0.1879,Iris-setosa
4.7784,2.8896,1.3832,0.2046,Iris-setosa
4.9514,3.0024,1.3037,0.1721,Iris-setosa
4.8649,2.946,1.3434,0.1883,Iris-setosa
4.7784,3.0863,1.3518,0.1952,Iris-setosa
4.9467,3.1197,1.415,0.1865,Iris-setosa
4.8625,3.1029,1.3834,0.1908,Iris-setosa
5.0646,3.0528,1.3596,0.196,Iris-setosa
5.0402,2.9315,1.5353,0.2191,Iris-setosa
5.0524,2.9921,1.4474,0.2075,Iris-setosa
4.9078,2.9472,1.4033,0.203,Iris-setosa
4.9654,2.9364,1.412,0.1865,Iris-setosa
4.9366,2.9417,1.4076,0.1947,Iris-setosa
4.8529,3.1008,1.4358,0.1987,Iris-setosa
4.9841,2.956,1.4541,0.2009,Iris-setosa
4.9185,3.0284,1.4449,0.1997,Iris-setosa
4.7549,2.9855,1.4403,0.2009,Iris-setosa
4.6662,2.9267,1.5052,0.2172,Iris-setosa
4.7105,2.9561,1.4727,0.209,Iris-setosa
4.7314,3.1104,1.4067,0.1926,Iris-setosa
5.0402,2.9755,1.2736,0.1971,Iris-setosa
4.8858,3.0429,1.3401,0.1948,Iris-setosa
4.8843,3.1032,1.3876,0.1963,Iris-setosa
4.6662,3.0952,1.4902,0.2278,Iris-setosa
4.7752,3.0992,1.4388,0.212,Iris-setosa
4.8529,3.0,1.4089,0.2075,Iris-setosa
5.0916,3.0048,1.2736,0.2201,Iris-setosa
4.9722,3.0023,1.3412,0.2138,Iris-setosa
4.9078,2.9088,1.3776,0.2052,Iris-setosa
4.727,3.0488,1.3458,0.2211,Iris-setosa
4.8174,2.9787,1.3617,0.2131,Iris-setosa
4.7275,2.9304,1.3966,0.2001,Iris-setosa
4.9514,3.0048,1.2767,0.1597,Iris-setosa
4.8394,2.9676,1.3366,0.1799,Iris-setosa
4.9666,3.1176,1.4369,0.2,Iris-setosa
4.9701,3.0244,1.4721,0.2124,Iris-setosa
4.9683,3.0709,1.4544,0.2062,Iris-setosa
4.998,3.0552,1.3563,0.192,Iris-setosa
4.8766,2.9706,1.4811,0.2182,Iris-setosa
4.9373,3.0129,1.4187,0.2051,Iris-setosa
4.8882,3.0312,1.4358,0.2056,Iris-setosa
4.8579,2.9828,1.2767,0.176,Iris-setosa
4.873,3.007,1.3562,0.1908,Iris-setosa
4.8725,2.9855,1.4201,0.2036,Iris-setosa
4.9841,3.0097,1.2736,0.1971,Iris-setosa
4.9283,2.9976,1.3468,0.2003,Iris-setosa
4.9823,3.096,1.4067,0.1958,Iris-setosa
4.7176,2.8949,1.4811,0.2345,Iris-setosa
4.8499,2.9954,1.4439,0.2151,Iris-setosa
4.994,3.072,1.4268,0.199,Iris-setosa
4.7504,3.0195,1.3428,0.1904,Iris-setosa
4.8721,3.0457,1.3848,0.1947,Iris-setosa
4.7824,3.0144,1.3899,0.208,Iris-setosa
4.9888,3.0293,1.3248,0.2278,Iris-setosa
4.8856,3.0218,1.3573,0.2179,Iris-setosa
5.0803,3.1008,1.4223,0.1926,Iris-setosa
4.6943,3.0757,1.412,0.1894,Iris-setosa
4.8873,3.0882,1.4171,0.191,Iris-setosa
4.7118,2.9016,1.391,0.2025,Iris-setosa
4.741,3.0146,1.3609,0.1836,Iris-setosa
4.7264,2.9581,1.3759,0.193,Iris-setosa
4.8921,3.0768,1.3731,0.2033,Iris-setosa
5.0729,2.9926,1.412,0.2143,Iris-setosa
4.9825,3.0347,1.3925,0.2088,Iris-setosa
4.7196,3.1032,1.3865,0.195,Iris-setosa
4.8252,3.0928,1.5473,0.1539,Iris-setosa
4.7723,3.098,1.4668,0.1744,Iris-setosa
4.7784,3.084,1.3484,0.195,Iris-setosa
5.0028,3.0928,1.3789,0.1568,Iris-setosa
4.8906,3.0884,1.3636,0.1759,Iris-setosa
4.7745,3.048,1.3619,0.1921,Iris-setosa
4.956,2.9828,1.2586,0.2345,Iris-setosa
4.8652,3.0154,1.3102,0.2133,Iris-setosa
4.7941,3.0264,1.3596,0.199,Iris-setosa
4.9093,2.9609,1.2977,0.1942,Iris-setosa
4.8517,2.9936,1.3286,0.1966,Iris-setosa
4.9744,2.88,1.3518,0.1995,Iris-setosa
4.928,3.0268,1.4691,0.1683,Iris-setosa
4.9512,2.9534,1.4104,0.1839,Iris-setosa
4.9313,3.0528,1.382,0.1988,Iris-setosa
4.8298,2.9951,1.439,0.2134,Iris-setosa
4.8805,3.0239,1.4104,0.2061,Iris-setosa
4.7667,3.1008,1.4403,0.2059,Iris-setosa
4.8485,2.9633,1.5112,0.1693,Iris-setosa
4.8076,3.032,1.4757,0.1876,Iris-setosa
4.7863,3.0816,1.3764,0.195,Iris-setosa
5.0121,2.9902,1.3789,0.2354,Iris-setosa
4.8992,3.0359,1.3776,0.2152,Iris-setosa
5.0136,3.0048,1.4145,0.2072,Iris-setosa
4.7317,3.0757,1.3699,0.2153,Iris-setosa
4.8726,3.0402,1.3921,0.2112,Iris-setosa
4.7314,3.0743,1.3832,0.1976,Iris-setosa
4.8439,2.9511,1.3969,0.2316,Iris-setosa
4.7876,3.0126,1.39,0.2146,Iris-setosa
4.8647,2.9688,1.4033,0.196,Iris-setosa
4.7176,2.9755,1.418,0.176,Iris-setosa
4.7911,2.9721,1.4106,0.186,Iris-setosa
4.7706,3.0432,1.3529,0.1939,Iris-setosa
4.755,3.0732,1.4811,0.1568,Iris-setosa
4.7628,3.0582,1.417,0.1753,Iris-setosa
4.7392,2.9664,1.4302,0.2036,Iris-setosa
4.7924,3.0097,1.5172,0.1952,Iris-setosa
4.7658,2.988,1.4737,0.1994,Iris-setosa
4.9274,3.0192,1.3787,0.2014,Iris-setosa
4.8532,3.039,1.2676,0.1788,Iris-setosa
4.8903,3.0291,1.3231,0.1901,Iris-setosa
4.7902,3.0503,1.3641,0.1932,Iris-setosa
4.6896,3.0708,1.2706,0.2479,Iris-setosa
4.7399,3.0605,1.3173,0.2205,Iris-setosa
4.9509,2.9088,1.3764,0.2044,Iris-setosa
4.8626,3.1123,1.4481,0.1971,Iris-setosa
4.9067,3.0105,1.4122,0.2007,Iris-setosa
4.8333,3.0072,1.4223,0.2012,Iris-setosa
4.7924,3.0732,1.2616,0.1549,Iris-setosa
4.8128,3.0402,1.3419,0.178,Iris-setosa
5.0724,3.0336,1.456,0.1944,Iris-setosa
4.713,2.9193,1.2676,0.1779,Iris-setosa
4.8926,2.9764,1.3618,0.1861,Iris-setosa
5.045,3.0144,1.4223,0.2065,Iris-setosa
4.9888,3.1001,1.43,0.2182,Iris-setosa
5.0169,3.0572,1.4261,0.2123,Iris-setosa
4.7314,3.0912,1.3663,0.2067,Iris-setosa
4.8766,3.1221,1.421,0.2124,Iris-setosa
4.804,3.1066,1.3936,0.2095,Iris-setosa
4.8137,2.9375,1.4425,0.199,Iris-setosa
4.8672,3.0513,1.4631,0.1827,Iris-setosa
4.8404,2.9943,1.4527,0.1908,Iris-setosa
4.8098,3.048,1.4268,0.2048,Iris-setosa
4.8345,2.9902,1.421,0.1568,Iris-setosa
4.8221,3.0191,1.4239,0.1808,Iris-setosa
5.0058,3.0624,1.4179,0.2027,Iris-setosa
4.8906,3.0171,1.5263,0.2028,Iris-setosa
4.9482,3.0397,1.4721,0.2027,Iris-setosa
4.7902,2.9855,1.3596,0.192,Iris-setosa
4.8392,3.0684,1.4842,0.2479,Iris-setosa
4.8147,3.0269,1.4219,0.2199,Iris-setosa
4.7902,3.048,1.3462,0.2049,Iris-setosa
4.914,2.9144,1.439,0.247,Iris-setosa
4.8521,2.9812,1.3926,0.2259,Iris-setosa
4.7902,3.0264,1.4268,0.2003,Iris-setosa
5.0636,2.9902,1.4842,0.1625,Iris-setosa
4.9269,3.0083,1.4555,0.1814,Iris-setosa
4.8294,2.9304,1.41,0.1924,Iris-setosa
5.1196,2.9486,1.2736,0.1932,Iris-setosa
4.9745,2.9394,1.3418,0.1928,Iris-setosa
5.0568,3.0144,1.3439,0.1992,Iris-setosa
4.8813,2.8827,1.3248,0.2278,Iris-setosa
4.969,2.9485,1.3343,0.2135,Iris-setosa
