@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.255,14.7038,0.8827,5.7535,3.4019,2.1151,5.2659,1
14.6648,14.8251,0.8649,5.9992,3.302,2.1721,5.1312,1
15.8984,14.7089,0.9075,5.7179,3.4162,2.3209,5.3281,1
15.2816,14.767,0.8862,5.8585,3.3591,2.2465,5.2296,1
16.0077,14.3354,0.9058,5.8724,3.3716,2.3231,5.173,1
15.3787,15.2039,0.8553,5.4984,3.1718,2.2025,5.2254,1
15.6932,14.7696,0.8805,5.6853,3.2717,2.2628,5.1991,1
15.26,15.5671,0.8439,5.9992,3.4776,2.1366,5.1417,1
15.453,15.2913,0.871,5.7404,3.3054,2.0804,5.0253,1
15.3565,15.4292,0.8574,5.8698,3.3915,2.1085,5.0835,1
15.3363,15.3594,0.83,5.9301,3.2722,2.181,5.4026,1
14.6512,15.3932,0.877,5.9149,3.2663,2.0693,5.2848,1
14.9937,15.3763,0.8535,5.9225,3.2692,2.1251,5.3437,1
14.5427,14.3651,0.8448,5.8897,3.4279,2.1121,5.4705,1
15.9727,14.6798,0.9023,5.8643,3.1588,2.184,5.0523,1
15.2577,14.5224,0.8735,5.877,3.2933,2.148,5.2614,1
14.7106,14.6322,0.8831,5.5785,3.1596,2.2232,5.0842,1
15.4827,14.6361,0.9128,5.8418,3.2272,2.2062,5.4849,1
15.0966,14.6341,0.8979,5.7101,3.1934,2.2146,5.2845,1
15.9619,14.8845,0.8936,5.7802,3.312,2.2543,5.434,1
15.646,15.233,0.8291,5.8305,3.2305,2.3505,5.3606,1
15.8039,15.0587,0.8613,5.8053,3.2712,2.3024,5.3972,1
15.6567,14.558,0.8474,5.8955,3.2556,2.2365,5.3244,1
15.6757,14.3595,0.8614,5.656,3.3836,2.2136,5.2632,1
15.6662,14.4587,0.8544,5.7757,3.3196,2.225,5.2938,1
15.8246,14.1276,0.8344,5.6477,3.3219,2.1099,4.9903,1
15.8539,15.1602,0.891,5.9881,3.4293,2.2802,5.1875,1
15.8392,14.6439,0.8627,5.8179,3.3756,2.195,5.0889,1
15.6872,15.3445,0.9049,5.9301,3.3451,2.332,5.2878,1
14.6512,14.8545,0.8413,5.9994,3.4749,2.3357,5.1442,1
15.1692,15.0995,0.8731,5.9647,3.41,2.3338,5.2159,1
15.3057,14.6619,0.8413,5.8609,3.4179,2.3298,5.3296,1
15.8687,15.1311,0.8387,5.504,3.2077,2.258,4.955,1
15.5872,14.8965,0.84,5.6824,3.3128,2.2939,5.1423,1
15.0921,15.3742,0.9119,6.005,3.206,2.2654,5.079,1
14.8442,14.5924,0.8579,5.6222,3.3836,2.295,5.4255,1
14.9681,14.9833,0.8849,5.8136,3.2948,2.2801,5.2522,1
15.1379,15.582,0.8823,5.4806,3.2523,2.2454,5.1782,1
14.6215,14.9564,0.9058,5.7292,3.2696,2.3653,5.4687,1
14.8797,15.2692,0.894,5.6049,3.2609,2.3053,5.3234,1
14.5733,15.4484,0.8344,5.8782,3.259,2.2631,5.1521,1
14.8145,14.1411,0.8527,5.9994,3.3836,2.2062,5.2091,1
14.6939,14.7947,0.8435,5.9387,3.3213,2.2346,5.1806,1
15.4889,15.4484,0.8936,5.4921,3.1728,2.1121,5.1678,1
15.1115,15.0875,0.8309,5.8361,3.3054,2.1211,5.247,1
15.3002,15.2679,0.8622,5.664,3.2391,2.1166,5.2074,1
15.4736,14.5877,0.8326,5.5324,3.3484,2.2587,5.3452,1
15.2896,14.1411,0.8561,5.656,3.4553,2.1396,5.4417,1
15.3816,14.3644,0.8443,5.5942,3.4018,2.1991,5.3934,1
14.6801,14.5432,0.83,5.9531,3.4113,2.2121,5.4079,1
14.963,14.607,0.8561,5.7235,3.4521,2.3653,5.0036,1
14.8215,14.5751,0.843,5.8383,3.4317,2.2887,5.2057,1
14.97,15.018,0.8657,5.8494,3.3418,2.332,5.3609,1
15.7351,14.4905,0.9006,5.7742,3.149,2.0656,5.3984,1
15.3525,14.7542,0.8831,5.8118,3.2454,2.1988,5.3796,1
15.9619,14.2167,0.8858,5.7399,3.4312,2.1965,5.079,1
14.5621,15.2767,0.9136,5.8136,3.3478,2.2543,5.3065,1
15.262,14.7467,0.8997,5.7767,3.3895,2.2254,5.1927,1
15.2447,14.1276,0.9093,5.7226,3.3683,2.2876,5.3191,1
15.1115,15.3204,0.8788,5.6729,3.2989,2.0693,5.3822,1
15.1781,14.724,0.894,5.6977,3.3336,2.1784,5.3506,1
16.0077,15.1961,0.871,5.9186,3.4246,2.1921,5.2774,1
14.9927,15.4514,0.9075,6.0106,3.3478,2.1729,5.1659,1
15.5002,15.3237,0.8892,5.9646,3.3862,2.1825,5.2216,1
15.4736,15.5226,0.8379,6.0223,3.312,2.1477,5.0112,1
15.2303,15.1602,0.8396,5.7517,3.2891,2.1729,5.247,1
15.3519,15.3414,0.8387,5.887,3.3005,2.1603,5.129,1
15.1379,14.9438,0.8823,5.6131,3.2556,2.2298,5.0112,1
14.8145,14.971,0.8814,5.6673,3.3445,2.3579,5.2957,1
14.9762,14.9574,0.8818,5.6402,3.3,2.2938,5.1534,1
15.4583,14.9587,0.8422,5.8724,3.2556,2.2254,5.2878,1
14.9036,15.2622,0.9075,6.0275,3.2761,2.1322,5.1713,1
15.1809,15.1104,0.8748,5.9499,3.2658,2.1788,5.2295,1
15.6567,15.2406,0.8457,6.005,3.259,2.1388,5.4548,1
15.943,15.4223,0.8344,5.6785,3.2663,2.1433,5.0144,1
15.7998,15.3314,0.84,5.8417,3.2626,2.141,5.2346,1
14.6801,15.3,0.8727,5.763,3.2755,2.1632,5.1782,1
15.4827,14.7963,0.8387,6.0106,3.2761,2.1581,5.0577,1
15.0814,15.0481,0.8557,5.8868,3.2758,2.1606,5.1179,1
15.382,15.1071,0.8945,6.0165,3.3948,2.2942,4.9694,1
14.666,15.3495,0.8457,5.5828,3.2826,2.2395,5.3443,1
15.024,15.2283,0.8701,5.7996,3.3387,2.2668,5.1568,1
14.8174,14.6025,0.9136,5.8379,3.3716,2.2498,5.3766,1
15.1857,14.7963,0.9128,5.9149,3.3022,2.1914,5.3984,1
15.0015,14.6994,0.9132,5.8764,3.3369,2.2206,5.3874,1
15.0158,15.4039,0.9145,5.9762,3.4047,2.1521,4.9903,1
15.1115,15.2476,0.8692,6.0219,3.4651,2.2654,5.1118,1
15.0636,15.3257,0.8918,5.999,3.4349,2.2087,5.051,1
14.6496,15.2406,0.8971,5.9186,3.1927,2.2076,5.3818,1
14.8442,14.9419,0.8971,5.9149,3.3836,2.3801,5.0036,1
14.7469,15.0912,0.8971,5.9167,3.2881,2.2938,5.1927,1
15.118,13.8415,0.8687,5.4929,3.4363,0.9732,4.8965,1
15.0433,14.1914,0.9211,5.6271,3.3264,1.1401,5.0695,1
15.0806,14.0164,0.8949,5.56,3.3813,1.0566,4.983,1
14.8353,14.57,0.911,5.454,3.3396,0.9701,4.9312,1
14.9393,14.832,0.841,5.7735,3.3884,1.0106,4.8316,1
14.8873,14.701,0.876,5.6137,3.364,0.9903,4.8813,1
14.6865,14.6574,0.8916,5.715,3.3496,1.0607,5.1492,1
15.5927,13.9439,0.8941,5.8298,3.3492,1.0957,4.956,1
15.1396,14.3006,0.8928,5.7723,3.3494,1.0781,5.0526,1
14.136,14.7157,0.8432,5.3318,3.3863,1.023,4.9906,1
14.9839,13.9876,0.8689,5.5145,3.2775,1.1734,4.7613,1
14.5599,14.3516,0.856,5.4231,3.3319,1.0981,4.8759,1
15.0288,15.109,0.8899,5.6706,3.2896,0.9711,4.9708,1
14.2563,14.6573,0.8384,5.5202,3.4242,0.9551,4.7775,1
14.6425,14.8831,0.8641,5.5954,3.3569,0.9631,4.8741,1
14.7014,14.1474,0.8379,5.7372,3.4463,1.023,4.7924,1
14.9987,15.2397,0.8741,5.3626,3.4438,1.055,4.7288,1
14.85,14.6935,0.856,5.5498,3.445,1.039,4.7606,1
14.5824,15.0653,0.9092,5.715,3.4596,1.0444,5.0997,1
14.2712,14.2351,0.8976,5.5258,3.2515,0.9847,4.6964,1
14.4268,14.6502,0.9034,5.6204,3.3555,1.0145,4.898,1
15.1776,14.3077,0.8793,5.3096,3.2563,1.0169,4.8122,1
14.9245,14.3807,0.8898,5.34,3.3623,0.8367,4.8316,1
15.051,14.3442,0.8845,5.3248,3.3093,0.9268,4.8218,1
14.8651,14.3368,0.8564,5.6039,3.2096,0.9681,5.1294,1
14.776,14.1477,0.8776,5.7341,3.3851,1.1401,4.7937,1
14.8205,14.2422,0.867,5.669,3.2973,1.0541,4.9615,1
14.627,14.2203,0.9057,5.3429,3.3296,1.0322,4.8271,1
15.073,14.2933,0.895,5.5708,3.4405,1.0402,5.1128,1
14.85,14.2568,0.9003,5.4568,3.385,1.0362,4.9699,1
15.1924,14.7011,0.8599,5.4484,3.3263,0.9823,5.1245,1
15.5778,14.2788,0.9107,5.6947,3.4894,0.8626,5.0695,1
15.3851,14.4899,0.8853,5.5715,3.4078,0.9224,5.0969,1
15.3264,14.0454,0.8793,5.4484,3.3863,1.0241,4.7726,1
14.3306,14.3516,0.9176,5.7847,3.4503,0.8589,5.0479,1
14.8285,14.1985,0.8984,5.6165,3.4183,0.9415,4.9102,1
14.6865,14.0746,0.9189,5.6706,3.3796,1.0617,4.9857,1
14.8206,14.6427,0.8863,5.3006,3.4242,0.9329,4.9397,1
14.7535,14.3586,0.9026,5.4856,3.4019,0.9973,4.9627,1
15.4454,14.264,0.896,5.404,3.3929,0.9732,5.1245,1
14.1524,15.0358,0.9002,5.5708,3.3721,1.0587,5.0966,1
14.7989,14.6499,0.8981,5.4874,3.3825,1.0159,5.1105,1
14.4782,14.6865,0.8828,5.615,3.2596,0.9966,4.7627,1
14.2266,14.9048,0.8445,5.3232,3.2482,0.833,5.102,1
14.3524,14.7956,0.8636,5.4691,3.2538,0.9148,4.9323,1
14.6716,14.7157,0.8484,5.4817,3.3296,0.9803,5.0898,1
15.5036,14.1769,0.9133,5.5877,3.2906,0.907,4.8694,1
15.0876,14.4463,0.8808,5.5347,3.3101,0.9436,4.9795,1
14.8204,14.2494,0.8432,5.4207,3.3896,1.0444,5.1492,1
15.1324,14.0749,0.8959,5.7284,3.2254,1.018,4.837,1
14.9764,14.1621,0.8695,5.5745,3.3075,1.0312,4.9931,1
14.3592,14.2786,0.8634,5.4373,3.4663,1.0434,4.837,1
15.1918,14.1186,0.915,5.5821,3.1733,1.1179,5.0966,1
14.7755,14.1986,0.8892,5.5096,3.3198,1.0806,4.9667,1
14.7609,14.7739,0.8608,5.5151,3.2396,0.9935,4.837,1
14.1376,14.8902,0.8758,5.7172,3.2515,1.1364,5.2155,1
14.4492,14.832,0.8683,5.6161,3.2455,1.0649,5.0262,1
14.6716,15.0945,0.8652,5.3262,3.4529,1.0363,4.837,1
15.2808,14.6427,0.8993,5.5483,3.2156,0.9403,5.0425,1
14.9762,14.8686,0.8822,5.4372,3.3342,0.9883,4.9397,1
14.9692,15.1819,0.8396,5.7817,3.3163,1.0607,5.0253,1
15.3105,14.6427,0.895,5.4245,3.2417,1.0624,4.9722,1
15.1398,14.9123,0.8673,5.603,3.279,1.0615,4.9987,1
14.2104,14.4388,0.8758,5.8039,3.3196,1.0617,4.9113,1
14.8057,15.065,0.8863,5.5708,3.3558,0.8626,4.745,1
14.508,14.7519,0.881,5.6873,3.3377,0.9621,4.8281,1
14.8502,15.1528,0.8405,5.4318,3.4896,1.0383,5.1245,1
15.3551,14.0604,0.9141,5.3795,3.4633,1.055,5.0641,1
15.1026,14.6066,0.8773,5.4056,3.4764,1.0466,5.0943,1
14.3145,14.6428,0.8511,5.3984,3.4029,1.0638,4.9163,1
15.073,14.4972,0.902,5.492,3.3981,0.8959,4.7883,1
14.6937,14.57,0.8765,5.4452,3.4005,0.9798,4.8522,1
15.0883,14.8759,0.8828,5.3151,3.203,1.0515,5.1046,1
14.4494,15.1669,0.8715,5.7679,3.4209,0.9292,4.8424,1
14.7688,15.0214,0.8771,5.5415,3.3119,0.9903,4.9734,1
15.4454,15.2985,0.8608,5.7372,3.4463,1.0271,4.9807,1
15.0136,14.1186,0.9124,5.7003,3.2938,0.9921,4.864,1
